GEOid,GEOid2,GEOdisplay_label,HD01_S076,HD02_S076,HD01_S077,HD02_S077,HD01_S078,HD02_S078,HD01_S079,HD02_S079,HD01_S080,HD02_S080,HD01_S081,HD02_S081,HD01_S082,HD02_S082,HD01_S083,HD02_S083,HD01_S084,HD02_S084,HD01_S085,HD02_S085,HD01_S086,HD02_S086,HD01_S087,HD02_S087,HD01_S088,HD02_S088,HD01_S089,HD02_S089,HD01_S090,HD02_S090,HD01_S091,HD02_S091,HD01_S092,HD02_S092,HD01_S093,HD02_S093,HD01_S094,HD02_S094,HD01_S095,HD02_S095,HD01_S096,HD02_S096,HD01_S097,HD02_S097,HD01_S098,HD02_S098,HD01_S099,HD02_S099,HD01_S100,HD02_S100,HD01_S101,HD02_S101,HD01_S102,HD02_S102,HD01_S103,HD02_S103,HD01_S104,HD02_S104,HD01_S105,HD02_S105,HD01_S106,HD02_S106,HD01_S107,HD02_S107,HD01_S108,HD02_S108,HD01_S109,HD02_S109,HD01_S110,HD02_S110,HD01_S111,HD02_S111,HD01_S112,HD02_S112,HD01_S113,HD02_S113,HD01_S114,HD02_S114,HD01_S115,HD02_S115,HD01_S116,HD02_S116,HD01_S117,HD02_S117,HD01_S118,HD02_S118,HD01_S119,HD02_S119,HD01_S120,HD02_S120,HD01_S121,HD02_S121,HD01_S122,HD02_S122,HD01_S123,HD02_S123,HD01_S124,HD02_S124,HD01_S125,HD02_S125,HD01_S126,HD02_S126,HD01_S127,HD02_S127,HD01_S128,HD02_S128,HD01_S129,HD02_S129
1400000US36047093600,36047093600,"Census Tract 936, Kings County, New York",1628,100.0,1610,98.9,32,2.0,1539,94.5,6,0.4,9,0.6,6,0.4,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,1,0.1,23,1.4,18,1.1,0,0.0,0,0.0,6,0.4,0,0.0,38,2.3,1555,95.5,6,0.4,12,0.7,1,0.1,34,2.1,1628,100.0,102,6.3,6,0.4,40,2.5,14,0.9,42,2.6,1526,93.7,1628,100.0,102,6.3,26,1.6,49,3.0,0,0.0,2,0.1,0,0.0,19,1.2,6,0.4,1526,93.7,6,0.4,1490,91.5,6,0.4,7,0.4,1,0.1,4,0.2,12,0.7
1400000US36047093800,36047093800,"Census Tract 938, Kings County, New York",2374,100.0,2340,98.6,19,0.8,2259,95.2,0,0.0,18,0.8,6,0.3,3,0.1,0,0.0,0,0.0,0,0.0,4,0.2,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,44,1.9,34,1.4,0,0.0,1,0.0,9,0.4,0,0.0,29,1.2,2292,96.5,1,0.0,25,1.1,7,0.3,58,2.4,2374,100.0,96,4.0,6,0.3,25,1.1,4,0.2,61,2.6,2278,96.0,2374,100.0,96,4.0,10,0.4,56,2.4,0,0.0,0,0.0,0,0.0,25,1.1,5,0.2,2278,96.0,9,0.4,2203,92.8,0,0.0,18,0.8,0,0.0,19,0.8,29,1.2
1400000US36047094401,36047094401,"Census Tract 944.01, Kings County, New York",3202,100.0,3140,98.1,63,2.0,3028,94.6,8,0.2,7,0.2,5,0.2,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,1.1,62,1.9,0,0.0,2,0.1,11,0.3,1,0.0,77,2.4,3086,96.4,11,0.3,27,0.8,4,0.1,60,1.9,3202,100.0,130,4.1,10,0.3,45,1.4,8,0.2,67,2.1,3072,95.9,3202,100.0,130,4.1,12,0.4,76,2.4,2,0.1,1,0.0,0,0.0,25,0.8,14,0.4,3072,95.9,51,1.6,2952,92.2,6,0.2,6,0.2,0,0.0,9,0.3,48,1.5
1400000US36047094402,36047094402,"Census Tract 944.02, Kings County, New York",2886,100.0,2828,98.0,296,10.3,2366,82.0,31,1.1,12,0.4,1,0.0,11,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,123,4.3,58,2.0,1,0.0,1,0.0,15,0.5,9,0.3,327,11.3,2412,83.6,39,1.4,16,0.6,5,0.2,151,5.2,2886,100.0,463,16.0,11,0.4,262,9.1,1,0.0,189,6.5,2423,84.0,2886,100.0,463,16.0,142,4.9,158,5.5,11,0.4,0,0.0,0,0.0,120,4.2,32,1.1,2423,84.0,154,5.3,2208,76.5,20,0.7,12,0.4,0,0.0,3,0.1,26,0.9
1400000US36047094600,36047094600,"Census Tract 946, Kings County, New York",1830,100.0,1786,97.6,45,2.5,1676,91.6,11,0.6,21,1.1,7,0.4,7,0.4,0,0.0,1,0.1,0,0.0,0,0.0,6,0.3,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,32,1.7,44,2.4,0,0.0,0,0.0,6,0.3,2,0.1,61,3.3,1718,93.9,20,1.1,29,1.6,4,0.2,55,3.0,1830,100.0,109,6.0,0,0.0,31,1.7,2,0.1,76,4.2,1721,94.0,1830,100.0,109,6.0,3,0.2,62,3.4,4,0.2,0,0.0,0,0.0,27,1.5,13,0.7,1721,94.0,42,2.3,1614,88.2,7,0.4,21,1.1,1,0.1,5,0.3,31,1.7
1400000US36047095000,36047095000,"Census Tract 950, Kings County, New York",2906,100.0,2867,98.7,105,3.6,2726,93.8,6,0.2,13,0.4,9,0.3,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.6,39,1.3,2,0.1,1,0.0,7,0.2,0,0.0,116,4.0,2759,94.9,9,0.3,29,1.0,11,0.4,22,0.8,2906,100.0,99,3.4,3,0.1,19,0.7,9,0.3,68,2.3,2807,96.6,2906,100.0,99,3.4,17,0.6,67,2.3,4,0.1,0,0.0,0,0.0,6,0.2,5,0.2,2807,96.6,88,3.0,2659,91.5,2,0.1,13,0.4,0,0.0,11,0.4,34,1.2
1400000US36047095400,36047095400,"Census Tract 954, Kings County, New York",4607,100.0,4530,98.3,176,3.8,4249,92.2,4,0.1,27,0.6,9,0.2,14,0.3,0,0.0,1,0.0,0,0.0,0,0.0,3,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,74,1.6,77,1.7,0,0.0,2,0.0,11,0.2,5,0.1,202,4.4,4315,93.7,11,0.2,44,1.0,23,0.5,96,2.1,4607,100.0,179,3.9,15,0.3,45,1.0,10,0.2,109,2.4,4428,96.1,4607,100.0,179,3.9,20,0.4,87,1.9,0,0.0,0,0.0,0,0.0,59,1.3,13,0.3,4428,96.1,156,3.4,4162,90.3,4,0.1,27,0.6,0,0.0,15,0.3,64,1.4
1400000US36047095600,36047095600,"Census Tract 956, Kings County, New York",4042,100.0,3972,98.3,234,5.8,3570,88.3,22,0.5,86,2.1,20,0.5,32,0.8,11,0.3,0,0.0,1,0.0,0,0.0,22,0.5,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,59,1.5,70,1.7,2,0.0,2,0.0,17,0.4,0,0.0,259,6.4,3634,89.9,40,1.0,98,2.4,14,0.3,77,1.9,4042,100.0,240,5.9,6,0.1,68,1.7,4,0.1,162,4.0,3802,94.1,4042,100.0,240,5.9,76,1.9,94,2.3,9,0.2,1,0.0,0,0.0,38,0.9,22,0.5,3802,94.1,158,3.9,3476,86.0,13,0.3,85,2.1,1,0.0,21,0.5,48,1.2
1400000US36047095800,36047095800,"Census Tract 958, Kings County, New York",3456,100.0,3414,98.8,207,6.0,3017,87.3,5,0.1,113,3.3,23,0.7,34,1.0,51,1.5,1,0.0,0,0.0,0,0.0,4,0.1,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,71,2.1,42,1.2,1,0.0,1,0.0,6,0.2,9,0.3,224,6.5,3039,87.9,15,0.4,123,3.6,6,0.2,92,2.7,3456,100.0,202,5.8,11,0.3,94,2.7,1,0.0,96,2.8,3254,94.2,3456,100.0,202,5.8,57,1.6,70,2.0,1,0.0,0,0.0,1,0.0,59,1.7,14,0.4,3254,94.2,150,4.3,2947,85.3,4,0.1,113,3.3,0,0.0,12,0.3,28,0.8
1400000US36047096000,36047096000,"Census Tract 960, Kings County, New York",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1400000US36047096200,36047096200,"Census Tract 962, Kings County, New York",1717,100.0,1688,98.3,155,9.0,1429,83.2,5,0.3,22,1.3,5,0.3,5,0.3,9,0.5,0,0.0,2,0.1,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,77,4.5,29,1.7,5,0.3,2,0.1,2,0.1,1,0.1,170,9.9,1449,84.4,15,0.9,30,1.7,6,0.3,85,5.0,1717,100.0,167,9.7,32,1.9,68,4.0,1,0.1,66,3.8,1550,90.3,1717,100.0,167,9.7,35,2.0,51,3.0,3,0.2,1,0.1,0,0.0,74,4.3,3,0.2,1550,90.3,120,7.0,1378,80.3,2,0.1,21,1.2,0,0.0,3,0.2,26,1.5
1400000US36047096400,36047096400,"Census Tract 964, Kings County, New York",2361,100.0,2313,98.0,193,8.2,1959,83.0,5,0.2,58,2.5,3,0.1,40,1.7,6,0.3,0,0.0,0,0.0,0,0.0,9,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,98,4.2,48,2.0,0,0.0,1,0.0,5,0.2,2,0.1,205,8.7,2000,84.7,12,0.5,71,3.0,8,0.3,117,5.0,2361,100.0,191,8.1,16,0.7,43,1.8,5,0.2,127,5.4,2170,91.9,2361,100.0,191,8.1,28,1.2,69,2.9,1,0.0,1,0.0,0,0.0,80,3.4,12,0.5,2170,91.9,165,7.0,1890,80.1,4,0.2,57,2.4,0,0.0,18,0.8,36,1.5
1400000US36047096600,36047096600,"Census Tract 966, Kings County, New York",2164,100.0,2089,96.5,218,10.1,1739,80.4,1,0.0,80,3.7,44,2.0,9,0.4,16,0.7,0,0.0,2,0.1,0,0.0,9,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51,2.4,75,3.5,0,0.0,12,0.6,21,1.0,5,0.2,256,11.8,1794,82.9,1,0.0,113,5.2,1,0.0,75,3.5,2164,100.0,179,8.3,3,0.1,68,3.1,0,0.0,108,5.0,1985,91.7,2164,100.0,179,8.3,52,2.4,67,3.1,0,0.0,0,0.0,0,0.0,39,1.8,21,1.0,1985,91.7,166,7.7,1672,77.3,1,0.0,80,3.7,0,0.0,12,0.6,54,2.5
1400000US36047096800,36047096800,"Census Tract 968, Kings County, New York",1471,100.0,1429,97.1,217,14.8,1081,73.5,2,0.1,40,2.7,6,0.4,24,1.6,5,0.3,0,0.0,0,0.0,0,0.0,5,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,89,6.1,42,2.9,0,0.0,9,0.6,11,0.7,3,0.2,240,16.3,1107,75.3,6,0.4,58,3.9,3,0.2,101,6.9,1471,100.0,197,13.4,40,2.7,68,4.6,1,0.1,88,6.0,1274,86.6,1471,100.0,197,13.4,82,5.6,27,1.8,0,0.0,0,0.0,0,0.0,79,5.4,9,0.6,1274,86.6,135,9.2,1054,71.7,2,0.1,40,2.7,0,0.0,10,0.7,33,2.2
1400000US36047097000,36047097000,"Census Tract 970, Kings County, New York",2105,100.0,2060,97.9,302,14.3,1611,76.5,14,0.7,67,3.2,7,0.3,16,0.8,18,0.9,0,0.0,0,0.0,0,0.0,26,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,66,3.1,45,2.1,2,0.1,4,0.2,10,0.5,6,0.3,326,15.5,1642,78.0,16,0.8,79,3.8,2,0.1,87,4.1,2105,100.0,245,11.6,12,0.6,134,6.4,0,0.0,99,4.7,1860,88.4,2105,100.0,245,11.6,97,4.6,58,2.8,7,0.3,6,0.3,0,0.0,58,2.8,19,0.9,1860,88.4,205,9.7,1553,73.8,7,0.3,61,2.9,0,0.0,8,0.4,26,1.2
1400000US36047097400,36047097400,"Census Tract 974, Kings County, New York",2724,100.0,2667,97.9,318,11.7,2192,80.5,17,0.6,26,1.0,20,0.7,4,0.1,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,114,4.2,57,2.1,4,0.1,11,0.4,14,0.5,3,0.1,350,12.8,2227,81.8,30,1.1,41,1.5,4,0.1,129,4.7,2724,100.0,282,10.4,16,0.6,145,5.3,3,0.1,118,4.3,2442,89.6,2724,100.0,282,10.4,81,3.0,78,2.9,1,0.0,2,0.1,0,0.0,103,3.8,17,0.6,2442,89.6,237,8.7,2114,77.6,16,0.6,24,0.9,0,0.0,11,0.4,40,1.5
1400000US36047098200,36047098200,"Census Tract 982, Kings County, New York",4305,100.0,4146,96.3,351,8.2,3363,78.1,56,1.3,12,0.3,7,0.2,3,0.1,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.1,0,0.0,1,0.0,1,0.0,1,0.0,361,8.4,159,3.7,2,0.0,2,0.0,25,0.6,24,0.6,426,9.9,3476,80.7,104,2.4,31,0.7,22,0.5,429,10.0,4305,100.0,1034,24.0,31,0.7,708,16.4,17,0.4,278,6.5,3271,76.0,4305,100.0,1034,24.0,306,7.1,263,6.1,28,0.7,5,0.1,2,0.0,358,8.3,72,1.7,3271,76.0,45,1.0,3100,72.0,28,0.7,7,0.2,1,0.0,3,0.1,87,2.0
1400000US36047098400,36047098400,"Census Tract 984, Kings County, New York",1978,100.0,1950,98.6,70,3.5,1820,92.0,11,0.6,19,1.0,15,0.8,4,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1,0,0.0,0,0.0,0,0.0,2,0.1,28,1.4,28,1.4,0,0.0,0,0.0,1,0.1,0,0.0,71,3.6,1848,93.4,22,1.1,20,1.0,8,0.4,37,1.9,1978,100.0,70,3.5,1,0.1,36,1.8,1,0.1,32,1.6,1908,96.5,1978,100.0,70,3.5,12,0.6,30,1.5,6,0.3,0,0.0,2,0.1,13,0.7,7,0.4,1908,96.5,58,2.9,1790,90.5,5,0.3,19,1.0,0,0.0,15,0.8,21,1.1
1400000US36047098600,36047098600,"Census Tract 986, Kings County, New York",2862,100.0,2796,97.7,52,1.8,2605,91.0,20,0.7,64,2.2,11,0.4,35,1.2,9,0.3,0,0.0,3,0.1,0,0.0,6,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,55,1.9,66,2.3,0,0.0,4,0.1,23,0.8,0,0.0,81,2.8,2665,93.1,30,1.0,78,2.7,7,0.2,69,2.4,2862,100.0,149,5.2,5,0.2,50,1.7,1,0.0,93,3.2,2713,94.8,2862,100.0,149,5.2,20,0.7,66,2.3,11,0.4,5,0.2,0,0.0,36,1.3,11,0.4,2713,94.8,32,1.1,2539,88.7,9,0.3,59,2.1,0,0.0,19,0.7,55,1.9
1400000US36047098800,36047098800,"Census Tract 988, Kings County, New York",3054,100.0,2995,98.1,323,10.6,2492,81.6,10,0.3,93,3.0,12,0.4,76,2.5,0,0.0,0,0.0,1,0.0,0,0.0,4,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,77,2.5,59,1.9,0,0.0,3,0.1,8,0.3,2,0.1,343,11.2,2533,82.9,15,0.5,116,3.8,16,0.5,97,3.2,3054,100.0,248,8.1,6,0.2,102,3.3,9,0.3,131,4.3,2806,91.9,3054,100.0,248,8.1,73,2.4,94,3.1,5,0.2,3,0.1,0,0.0,62,2.0,11,0.4,2806,91.9,250,8.2,2398,78.5,5,0.2,90,2.9,0,0.0,15,0.5,48,1.6
1400000US36047099000,36047099000,"Census Tract 990, Kings County, New York",1422,100.0,1380,97.0,154,10.8,1087,76.4,9,0.6,92,6.5,12,0.8,20,1.4,35,2.5,0,0.0,0,0.0,0,0.0,25,1.8,2,0.1,0,0.0,0,0.0,0,0.0,2,0.1,36,2.5,42,3.0,0,0.0,2,0.1,6,0.4,16,1.1,178,12.5,1111,78.1,10,0.7,99,7.0,5,0.4,63,4.4,1422,100.0,140,9.8,12,0.8,68,4.8,1,0.1,59,4.1,1282,90.2,1422,100.0,140,9.8,57,4.0,39,2.7,0,0.0,0,0.0,0,0.0,24,1.7,20,1.4,1282,90.2,97,6.8,1048,73.7,9,0.6,92,6.5,2,0.1,12,0.8,22,1.5
1400000US36047099200,36047099200,"Census Tract 992, Kings County, New York",1833,100.0,1764,96.2,178,9.7,1497,81.7,7,0.4,73,4.0,19,1.0,35,1.9,13,0.7,0,0.0,4,0.2,0,0.0,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.5,69,3.8,0,0.0,13,0.7,11,0.6,1,0.1,204,11.1,1549,84.5,15,0.8,99,5.4,5,0.3,30,1.6,1833,100.0,124,6.8,2,0.1,46,2.5,8,0.4,68,3.7,1709,93.2,1833,100.0,124,6.8,38,2.1,66,3.6,1,0.1,0,0.0,0,0.0,9,0.5,10,0.5,1709,93.2,140,7.6,1431,78.1,6,0.3,73,4.0,0,0.0,0,0.0,59,3.2
1400000US36047099400,36047099400,"Census Tract 994, Kings County, New York",1978,100.0,1942,98.2,127,6.4,1753,88.6,1,0.1,11,0.6,3,0.2,1,0.1,2,0.1,0,0.0,0,0.0,3,0.2,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,2.5,36,1.8,0,0.0,3,0.2,0,0.0,9,0.5,139,7.0,1777,89.8,4,0.2,22,1.1,2,0.1,70,3.5,1978,100.0,115,5.8,1,0.1,51,2.6,0,0.0,63,3.2,1863,94.2,1978,100.0,115,5.8,28,1.4,36,1.8,0,0.0,2,0.1,0,0.0,38,1.9,11,0.6,1863,94.2,99,5.0,1717,86.8,1,0.1,9,0.5,0,0.0,12,0.6,25,1.3
1400000US36047099600,36047099600,"Census Tract 996, Kings County, New York",3631,100.0,3562,98.1,220,6.1,3238,89.2,2,0.1,57,1.6,20,0.6,11,0.3,11,0.3,1,0.0,0,0.0,0,0.0,14,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,45,1.2,69,1.9,0,0.0,1,0.0,17,0.5,6,0.2,246,6.8,3296,90.8,7,0.2,74,2.0,12,0.3,69,1.9,3631,100.0,171,4.7,7,0.2,59,1.6,3,0.1,102,2.8,3460,95.3,3631,100.0,171,4.7,57,1.6,70,1.9,0,0.0,0,0.0,0,0.0,30,0.8,14,0.4,3460,95.3,163,4.5,3168,87.2,2,0.1,57,1.6,0,0.0,15,0.4,55,1.5
1400000US36047099800,36047099800,"Census Tract 998, Kings County, New York",3784,100.0,3699,97.8,280,7.4,3311,87.5,6,0.2,53,1.4,12,0.3,21,0.6,13,0.3,0,0.0,0,0.0,0,0.0,7,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,1.3,85,2.2,0,0.0,7,0.2,21,0.6,0,0.0,312,8.2,3388,89.5,10,0.3,87,2.3,15,0.4,68,1.8,3784,100.0,184,4.9,2,0.1,39,1.0,9,0.2,134,3.5,3600,95.1,3784,100.0,184,4.9,21,0.6,107,2.8,1,0.0,0,0.0,0,0.0,38,1.0,17,0.4,3600,95.1,259,6.8,3204,84.7,5,0.1,53,1.4,0,0.0,11,0.3,68,1.8
1400000US36047100400,36047100400,"Census Tract 1004, Kings County, New York",2567,100.0,2532,98.6,172,6.7,2306,89.8,0,0.0,25,1.0,2,0.1,16,0.6,6,0.2,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,1.1,35,1.4,0,0.0,0,0.0,15,0.6,0,0.0,189,7.4,2340,91.2,4,0.2,29,1.1,4,0.2,38,1.5,2567,100.0,132,5.1,4,0.2,47,1.8,0,0.0,81,3.2,2435,94.9,2567,100.0,132,5.1,28,1.1,75,2.9,0,0.0,2,0.1,0,0.0,20,0.8,7,0.3,2435,94.9,144,5.6,2231,86.9,0,0.0,23,0.9,0,0.0,9,0.4,28,1.1
1400000US36047100600,36047100600,"Census Tract 1006, Kings County, New York",2489,100.0,2434,97.8,211,8.5,2112,84.9,0,0.0,61,2.5,2,0.1,30,1.2,28,1.1,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,2.0,55,2.2,1,0.0,3,0.1,2,0.1,1,0.0,222,8.9,2157,86.7,12,0.5,82,3.3,7,0.3,72,2.9,2489,100.0,169,6.8,7,0.3,83,3.3,8,0.3,71,2.9,2320,93.2,2489,100.0,169,6.8,44,1.8,66,2.7,0,0.0,3,0.1,0,0.0,44,1.8,12,0.5,2320,93.2,167,6.7,2046,82.2,0,0.0,58,2.3,0,0.0,6,0.2,43,1.7
1400000US36047100800,36047100800,"Census Tract 1008, Kings County, New York",2124,100.0,2073,97.6,242,11.4,1669,78.6,4,0.2,108,5.1,7,0.3,62,2.9,34,1.6,0,0.0,3,0.1,0,0.0,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,2.4,51,2.4,1,0.0,0,0.0,11,0.5,5,0.2,259,12.2,1714,80.7,9,0.4,121,5.7,4,0.2,68,3.2,2124,100.0,148,7.0,6,0.3,74,3.5,5,0.2,63,3.0,1976,93.0,2124,100.0,148,7.0,30,1.4,71,3.3,0,0.0,0,0.0,0,0.0,39,1.8,8,0.4,1976,93.0,212,10.0,1598,75.2,4,0.2,108,5.1,0,0.0,11,0.5,43,2.0
1400000US36047101000,36047101000,"Census Tract 1010, Kings County, New York",2318,100.0,2254,97.2,292,12.6,1754,75.7,5,0.2,165,7.1,7,0.3,93,4.0,48,2.1,0,0.0,0,0.0,5,0.2,12,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,38,1.6,64,2.8,0,0.0,0,0.0,7,0.3,4,0.2,321,13.8,1803,77.8,5,0.2,199,8.6,14,0.6,50,2.2,2318,100.0,162,7.0,7,0.3,68,2.9,5,0.2,82,3.5,2156,93.0,2318,100.0,162,7.0,49,2.1,59,2.5,0,0.0,3,0.1,0,0.0,33,1.4,18,0.8,2156,93.0,243,10.5,1695,73.1,5,0.2,162,7.0,0,0.0,5,0.2,46,2.0
1400000US36047101200,36047101200,"Census Tract 1012, Kings County, New York",1932,100.0,1905,98.6,203,10.5,1538,79.6,3,0.2,112,5.8,3,0.2,83,4.3,26,1.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,2.5,27,1.4,0,0.0,0,0.0,5,0.3,2,0.1,210,10.9,1562,80.8,8,0.4,114,5.9,4,0.2,62,3.2,1932,100.0,121,6.3,4,0.2,49,2.5,9,0.5,59,3.1,1811,93.7,1932,100.0,121,6.3,36,1.9,42,2.2,0,0.0,0,0.0,0,0.0,37,1.9,6,0.3,1811,93.7,167,8.6,1496,77.4,3,0.2,112,5.8,0,0.0,12,0.6,21,1.1
1400000US36047101400,36047101400,"Census Tract 1014, Kings County, New York",2160,100.0,2115,97.9,137,6.3,1765,81.7,11,0.5,131,6.1,8,0.4,98,4.5,12,0.6,0,0.0,6,0.3,0,0.0,7,0.3,3,0.1,0,0.0,0,0.0,0,0.0,3,0.1,68,3.1,45,2.1,0,0.0,1,0.0,11,0.5,1,0.0,152,7.0,1806,83.6,22,1.0,136,6.3,10,0.5,82,3.8,2160,100.0,165,7.6,2,0.1,59,2.7,8,0.4,96,4.4,1995,92.4,2160,100.0,165,7.6,17,0.8,69,3.2,5,0.2,0,0.0,1,0.0,60,2.8,13,0.6,1995,92.4,120,5.6,1696,78.5,6,0.3,131,6.1,2,0.1,8,0.4,32,1.5
1400000US36047101600,36047101600,"Census Tract 1016, Kings County, New York",1464,100.0,1436,98.1,79,5.4,1300,88.8,2,0.1,43,2.9,12,0.8,31,2.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.8,28,1.9,0,0.0,0,0.0,3,0.2,0,0.0,82,5.6,1325,90.5,4,0.3,47,3.2,1,0.1,35,2.4,1464,100.0,62,4.2,3,0.2,21,1.4,5,0.3,33,2.3,1402,95.8,1464,100.0,62,4.2,8,0.5,33,2.3,0,0.0,0,0.0,0,0.0,10,0.7,11,0.8,1402,95.8,71,4.8,1267,86.5,2,0.1,43,2.9,0,0.0,2,0.1,17,1.2
1400000US36047101800,36047101800,"Census Tract 1018, Kings County, New York",1851,100.0,1813,97.9,161,8.7,1559,84.2,9,0.5,35,1.9,7,0.4,4,0.2,16,0.9,1,0.1,0,0.0,0,0.0,7,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,49,2.6,38,2.1,0,0.0,1,0.1,10,0.5,6,0.3,178,9.6,1587,85.7,13,0.7,44,2.4,1,0.1,66,3.6,1851,100.0,139,7.5,9,0.5,62,3.3,6,0.3,62,3.3,1712,92.5,1851,100.0,139,7.5,30,1.6,44,2.4,2,0.1,1,0.1,0,0.0,46,2.5,16,0.9,1712,92.5,131,7.1,1515,81.8,7,0.4,34,1.8,0,0.0,3,0.2,22,1.2
1400000US36047102000,36047102000,"Census Tract 1020, Kings County, New York",1922,100.0,1876,97.6,166,8.6,1618,84.2,9,0.5,51,2.7,7,0.4,36,1.9,8,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,1.7,46,2.4,0,0.0,5,0.3,11,0.6,0,0.0,190,9.9,1650,85.8,20,1.0,69,3.6,0,0.0,52,2.7,1922,100.0,81,4.2,2,0.1,40,2.1,11,0.6,28,1.5,1841,95.8,1922,100.0,81,4.2,24,1.2,17,0.9,2,0.1,1,0.1,0,0.0,27,1.4,10,0.5,1841,95.8,142,7.4,1601,83.3,7,0.4,50,2.6,0,0.0,5,0.3,36,1.9
1400000US36047102200,36047102200,"Census Tract 1022, Kings County, New York",2075,100.0,2052,98.9,228,11.0,1503,72.4,5,0.2,230,11.1,12,0.6,153,7.4,30,1.4,0,0.0,4,0.2,0,0.0,31,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,86,4.1,23,1.1,1,0.0,2,0.1,2,0.1,4,0.2,237,11.4,1519,73.2,8,0.4,237,11.4,3,0.1,96,4.6,2075,100.0,176,8.5,19,0.9,95,4.6,5,0.2,57,2.7,1899,91.5,2075,100.0,176,8.5,66,3.2,33,1.6,5,0.2,0,0.0,0,0.0,67,3.2,5,0.2,1899,91.5,162,7.8,1470,70.8,0,0.0,230,11.1,0,0.0,19,0.9,18,0.9
1400000US36047102400,36047102400,"Census Tract 1024, Kings County, New York",2123,100.0,2092,98.5,220,10.4,1657,78.0,6,0.3,152,7.2,10,0.5,97,4.6,43,2.0,0,0.0,0,0.0,0,0.0,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,57,2.7,31,1.5,0,0.0,1,0.0,2,0.1,1,0.0,227,10.7,1685,79.4,11,0.5,161,7.6,0,0.0,73,3.4,2123,100.0,164,7.7,14,0.7,70,3.3,11,0.5,69,3.3,1959,92.3,2123,100.0,164,7.7,45,2.1,56,2.6,5,0.2,4,0.2,0,0.0,48,2.3,6,0.3,1959,92.3,175,8.2,1601,75.4,1,0.0,148,7.0,0,0.0,9,0.4,25,1.2
